ANNOSCOLASTICO,CODICESCUOLA,CLASSI,BAMBINIMASCHI,BAMBINIFEMMINE
202324,PVAA82608D,1,8,5
202324,RMAA8DF016,5,52,53
202324,VEAA85703E,3,51,23
202324,LEAA005102,3,38,27
202324,FGAA82503B,1,43,17
202324,MNAA82101T,4,62,29
202324,PNAA813013,2,16,8
202324,MIAA8E501C,8,81,81
202324,NAAA8DE04E,2,17,10
202324,VTAA812015,2,20,22
202324,VBAA80603T,1,13,8
202324,TAAA844024,3,34,23
202324,ALAA037035,2,23,16
202324,ARAA82303L,3,38,38
202324,PGAA85601Q,4,38,29
202324,CSAA86703G,1,5,6
202324,LIAA82802G,4,49,34
202324,SVAA81801R,3,46,24
202324,MBAA8DN013,8,93,84
202324,BAAA85002P,6,65,56
202324,PAAA05708V,3,23,27
202324,GEAA80505T,2,35,29
202324,TEAA83003N,2,24,19
202324,MTAA83401A,1,13,9
202324,KRAA809029,5,56,47
202324,MEAA06001N,2,14,18
202324,SIAA81102D,2,25,21
202324,LTAA81902Q,4,47,33
202324,TVAA853015,6,73,64
202324,PZAA885025,7,73,72
202324,FOAA80206Q,1,15,11
202324,CZAA871055,3,23,21
202324,FIAA840014,4,57,36
202324,MNAA820012,2,26,25
202324,TPAA84101C,3,30,34
202324,NAAA17201N,2,17,16
202324,CEAA87202V,3,29,24
202324,RCAA82616E,5,45,36
202324,VCAA81103X,2,22,24
202324,MIAA8FY01E,5,51,50
202324,MEAA87404N,2,18,11
202324,VBAA81605E,1,6,7
202324,RMAA22001R,4,39,43
202324,SOAA823021,1,10,5
202324,CLAA822023,2,25,18
202324,LUAA813017,2,10,26
202324,NOAA82402A,3,31,34
202324,AVAA81202A,2,11,25
202324,PAAA89901L,9,76,65
202324,CTAA886023,4,37,35
202324,TEAA82902C,1,9,7
202324,BAAA81503C,4,22,32
202324,VAAA805019,6,83,59
202324,CSAA8AL048,2,17,12
202324,NUAA821068,3,27,20
202324,MCAA83502Q,3,24,40
202324,BSAA877017,2,20,20
202324,FRAA83209T,2,21,13
202324,LTAA81801V,3,25,26
202324,PTAA80903X,3,35,35
202324,PIAA816012,6,70,66
202324,TOAA8AM05A,2,21,19
202324,BRAA82102R,2,26,20
202324,RAAA802025,1,15,13
202324,CZAA86506V,1,11,8
202324,MIAA82501L,5,54,55
202324,CHAA81904R,2,15,20
202324,RCAA81901P,4,28,15
202324,VBAA81301V,3,25,33
202324,BRAA83101A,3,22,26
202324,CSAA876029,5,44,27
202324,LTAA84404E,3,24,23
202324,FGAA88101N,5,51,47
202324,AQAA836034,1,13,6
202324,CBAA80906Q,1,12,12
202324,SSAA80703P,3,30,24
202324,RMAA8E4015,6,67,69
202324,BAAA882015,2,34,20
202324,BOAA866027,4,48,37
202324,CEAA892024,2,15,23
202324,PIAA824011,2,25,24
202324,ALAA82702C,4,37,49
202324,BSAA89502T,3,33,22
202324,TOAA8B8014,3,38,31
202324,SIAA80702T,4,49,36
202324,PTAA81703V,3,23,30
202324,CZAA87306T,1,10,6
202324,FIAA846035,3,29,27
202324,LCAA819039,3,34,26
202324,NAAA8AL03A,3,29,26
202324,PGAA04008E,1,14,10
202324,MOAA045025,6,76,76
202324,LUAA84103D,3,33,29
202324,APAA829018,7,72,68
202324,BNAA817018,3,79,74
202324,RCAA81511V,1,8,8
202324,RMAA8A401P,2,21,23
202324,VRAA8AB03L,5,61,46
202324,LTAA853038,3,28,24
202324,SVAA809012,3,27,36
202324,AVAA87801X,3,27,30
202324,CTAA880013,4,36,37
202324,BAAA89201Q,7,74,68
202324,CAAA037026,6,50,47
202324,RMAA8BH01L,1,13,3
202324,SAAA89602Q,3,35,35
202324,TOAA80405Q,2,25,16
202324,POAA816028,4,51,48
202324,SAAA16103Q,3,15,37
202324,TEAA825058,2,19,13
202324,PIAA82204C,1,13,16
202324,PDAA838033,1,11,12
202324,SAAA8BY058,2,17,10
202324,FGAA11001D,7,70,44
202324,PEAA81602Q,2,18,21
202324,RMAA83601G,6,61,52
202324,PSAA82401R,5,47,46
202324,MOAA809043,1,13,12
202324,TOAA81602V,3,25,26
202324,CRAA823018,3,28,34
202324,NAAA80701L,4,34,22
202324,CTAA81201C,4,52,39
202324,CSAA81001N,2,18,12
202324,CNAA80205G,1,15,11
202324,TOAA8BT022,1,7,7
202324,AQAA83102X,1,6,13
202324,CAAA8AB02R,1,13,6
202324,BAAA02704R,2,21,23
202324,RGAA81302L,2,20,13
202324,FRAA857041,1,10,5
202324,CAAA81203T,2,14,15
202324,VIAA854018,9,92,80
202324,PRAA80801B,1,62,55
202324,FOAA80601T,1,10,6
202324,PIAA82004R,4,45,46
202324,SSAA05204P,4,32,48
202324,CSAA85201Q,1,13,10
202324,FIAA83901X,2,27,16
202324,CRAA808049,2,28,18
202324,LEAA86801N,2,18,22
202324,TPAA84001L,4,48,49
202324,MCAA824018,2,17,24
202324,MSAA813027,1,9,3
202324,BOAA82202D,2,26,22
202324,REAA83201A,2,30,15
202324,PGAA032029,2,25,19
202324,CNAA84302P,6,60,53
202324,TOAA81301A,2,21,23
202324,MEAA862029,7,70,67
202324,AGAA85102P,4,50,42
202324,BSAA85502B,1,10,7
202324,FRAA826027,2,25,19
202324,ARAA839014,3,26,40
202324,VRAA845052,1,9,8
202324,LIAA816018,4,58,42
202324,AQAA828057,3,31,31
202324,UDAA82303Q,1,5,4
202324,CAAA89901B,5,43,43
202324,TRAA82103E,2,21,19
202324,RGAA810036,2,21,9
202324,CTAA85902P,2,20,20
202324,SAAA8A105V,1,11,12
202324,FRAA85204T,2,16,26
202324,SSAA84003A,2,16,15
202324,ISAA81516N,1,7,4
202324,POAA811014,1,12,13
202324,CEAA8AN01N,7,50,54
202324,CSAA8AL026,3,31,19
202324,SAAA07505V,4,40,39
202324,SSAA02505B,4,33,34
202324,RMAA8FV01G,4,36,40
202324,PGAA82203P,2,23,23
202324,SAAA8BU01R,5,57,53
202324,ARAA812025,3,37,30
202324,PTAA80902V,2,22,15
202324,VRAA84601N,3,40,31
202324,LEAA887024,1,12,11
202324,SSAA841014,4,37,33
202324,PGAA026066,2,25,14
202324,BNAA85202L,2,19,13
202324,CNAA81004D,1,4,12
202324,NAAA8FE02N,8,56,55
202324,ATAA80401Q,3,31,27
202324,AQAA82704A,2,27,27
202324,RMAA22108X,7,64,68
202324,CAAA89403A,2,12,20
202324,TRAA81703V,2,20,29
202324,CTAA85605A,2,30,18
202324,FRAA850035,3,37,24
202324,RMAA8B102V,2,28,13
202324,PGAA80702G,1,6,10
202324,KRAA80303B,4,24,42
202324,AGAA819063,3,27,26
202324,POAA82103R,5,51,48
202324,RMAA8GC01E,5,56,52
202324,FOAA80902A,3,41,31
202324,CNAA83103D,1,11,16
202324,CBAA85303P,1,5,11
202324,NAAA8GM01B,5,42,36
202324,PGAA83109Q,3,38,32
202324,PDAA8AA022,3,16,24
202324,CSAA850025,3,36,28
202324,GRAA822024,1,10,6
202324,MIAA8DL02G,4,44,34
202324,PSAA81201E,1,15,26
202324,MCAA81502E,3,27,32
202324,LEAA81901C,4,49,37
202324,PGAA02307Q,4,40,39
202324,LUAA84101B,4,40,39
202324,BNAA84901Q,4,42,34
202324,ARAA834011,5,65,61
202324,PVAA82004A,2,20,29
202324,RMAA820023,1,10,6
202324,CZAA814051,1,7,8
202324,SVAA802039,1,10,6
202324,GEAA858049,1,13,16
202324,LUAA849034,3,25,46
202324,PSAA836057,1,6,11
202324,TRAA823069,1,9,9
202324,TPAA82001B,3,27,26
202324,FRAA848013,3,22,26
202324,SAAA895097,3,24,28
202324,POAA81502C,1,8,13
202324,MEAA84404T,2,14,19
202324,RMAA890029,4,43,37
202324,CEAA04605E,8,80,79
202324,VVAA803099,1,9,12
202324,RMAA8FF03D,3,30,27
202324,FEAA82502Q,1,9,15
202324,SIAA821013,3,38,33
202324,TSAA812037,1,4,3
202324,PSAA80901P,2,16,5
202324,TAAA84002R,7,79,81
202324,BOAA85701B,3,34,36
202324,CHAA81611N,1,11,6
202324,RCAA80410B,1,11,2
202324,TAAA87001G,6,58,54
202324,MEAA886051,1,8,5
202324,SOAA80403L,2,29,15
202324,ANAA835044,2,10,17
202324,BSAA83901C,4,44,46
202324,FRAA81602L,1,3,11
202324,RNAA80804C,6,71,54
202324,ARAA842021,1,10,10
202324,NOAA80705Q,2,15,15
202324,UDAA813024,3,4,5
202324,RMAA80702L,3,35,27
202324,ANAA83604X,1,10,7
202324,GOAA801031,2,22,22
202324,CTAA899025,5,52,53
202324,FRAA84503N,4,31,40
202324,SPAA81601P,4,53,36
202324,LUAA81804D,2,25,23
202324,COAA852037,6,57,53
202324,CEAA8A9044,2,12,14
202324,RMAA88502T,6,67,46
202324,NAAA8EE012,2,22,22
202324,VBAA81604D,1,15,12
202324,CNAA825014,3,46,36
202324,PZAA871038,1,9,8
202324,PCAA81101A,1,36,30
202324,LIAA803049,1,7,2
202324,TAAA830048,7,61,52
202324,BOAA87001T,4,30,51
202324,CHAA07206R,1,16,5
202324,APAA833021,3,35,31
202324,BGAA8AF028,2,24,20
202324,ANAA834015,3,35,33
202324,NAAA8GJ01X,5,43,44
202324,MNAA80002T,2,13,20
202324,BRAA82101Q,2,14,21
202324,FOAA03102L,1,9,10
202324,PAAA84701X,4,32,35
202324,UDAA81101B,2,18,21
202324,TOAA85301R,3,26,32
202324,GEAA852017,5,70,51
202324,LIAA80502V,1,9,9
202324,MNAA80203E,1,16,10
202324,SSAA82901D,3,22,25
202324,RMAA8BV012,5,46,37
202324,VEAA82803E,3,43,26
202324,FEAA81802L,4,44,48
202324,CZAA85808T,2,22,22
202324,TOAA86803L,4,47,40
202324,PVAA835033,1,12,11
202324,TRAA80402Q,4,50,46
202324,SAAA8AP06V,2,14,15
202324,BOAA866016,4,39,50
202324,CHAA812053,3,31,30
202324,CEAA892013,3,27,16
202324,NAAA8DQ01V,11,98,98
202324,RMAA8AH012,11,99,100
202324,CBAA83204P,2,16,17
202324,NUAA871025,2,14,19
202324,VTAA817029,3,38,25
202324,PGAA861017,1,11,10
202324,NAAA8GV017,9,89,92
202324,BRAA818021,3,29,29
202324,FOAA02302N,2,15,13
202324,PAAA85802B,2,19,16
202324,SVAA82201C,1,7,3
202324,MEAA891018,1,2,14
202324,BAAA87202G,2,22,13
202324,RGAA00412A,3,36,26
202324,MEAA83701G,3,26,16
202324,MEAA871035,1,2,4
202324,FEAA810011,4,42,37
202324,TVAA861025,4,42,45
202324,RCAA858019,5,43,46
202324,SAAA8AB04N,4,38,38
202324,FGAA83101L,1,8,11
202324,MNAA834021,2,27,23
202324,CHAA808028,1,10,1
202324,CEAA88602R,2,23,17
202324,SOAA81801C,1,10,6
202324,FRAA82905T,2,16,15
202324,ENAA80501L,1,4,9
202324,ALAA815026,1,13,9
202324,BSAA86701L,4,41,35
202324,CLAA81801A,5,37,48
202324,PGAA86902V,2,8,21
202324,NAAA8GT01G,2,18,19
202324,PSAA84102G,2,14,18
202324,LOAA81205A,4,45,29
202324,AVAA83201E,2,22,13
202324,PAAA103014,9,101,90
202324,BAAA82201D,3,23,33
202324,POAA80602N,7,55,57
202324,NAAA8E001V,2,18,15
202324,BIAA81801G,4,39,45
202324,VBAA80601Q,2,12,18
202324,FEAA80301T,2,16,20
202324,LTAA83404X,2,14,15
202324,PZAA88905G,3,27,25
202324,TVAA85701C,2,19,25
202324,SSAA84903R,4,37,49
202324,MIAA844012,7,79,72
202324,RCAA867025,9,105,64
202324,SAAA8AM027,1,8,12
202324,CAAA81202R,2,8,9
202324,VIAA85302D,1,54,69
202324,CEAA87801R,3,31,31
202324,NUAA87502C,3,25,25
202324,PTAA81301D,5,66,51
202324,FIAA812032,6,78,57
202324,AVAA81604Q,5,41,36
202324,APAA80604P,5,63,50
202324,SSAA812025,2,18,10
202324,RMAA8EL019,3,38,30
202324,NAAA8AA018,11,80,78
202324,MSAA813016,3,24,31
202324,LUAA836043,4,52,46
202324,NAAA16604D,3,28,23
202324,MEAA86109R,2,23,18
202324,BIAA81404B,2,16,26
202324,CTAA01701L,5,49,57
202324,FEAA801016,2,14,16
202324,ALAA82310E,1,3,2
202324,TOAA8BF01C,3,36,15
202324,MIAA8D502V,3,33,30
202324,PVAA826027,6,76,71
202324,AVAA870019,2,15,23
202324,RCAA85202B,2,6,19
202324,BSAA8AE054,1,6,8
202324,UDAA835021,3,29,25
202324,PIAA81903G,2,20,20
202324,ARAA82906P,1,5,13
202324,PTAA80901T,2,12,22
202324,FIAA820064,1,6,9
202324,RCAA804022,2,10,7
202324,ANAA849031,4,47,37
202324,NAAA892011,4,40,48
202324,BAAA88602D,2,18,18
202324,TOAA80905V,1,11,15
202324,MEAA86103E,1,10,4
202324,BLAA81302B,2,23,21
202324,RMAA8F8035,4,38,59
202324,TOAA8BP029,4,45,35
202324,IMAA80302E,1,17,8
202324,MIAA8BN033,3,31,26
202324,APAA839042,4,40,39
202324,PVAA82405P,2,21,18
202324,CAAA894029,3,29,28
202324,VIAA84301T,6,93,61
202324,LCAA822013,3,40,28
202324,MNAA824019,1,11,8
202324,CAAA088045,2,7,18
202324,TRAA001029,8,99,92
202324,FGAA870017,1,5,6
202324,NAAA8D7013,3,32,20
202324,VCAA815026,1,4,4
202324,ROAA801017,2,17,13
202324,ANAA818028,5,58,52
202324,NUAA871014,2,22,17
202324,VTAA80103R,2,18,18
202324,SAAA8BA04C,3,39,39
202324,SRAA86301D,12,151,113
202324,PGAA86003D,1,9,12
202324,LEAA85401Q,3,43,32
202324,SVAA811034,1,8,17
202324,APAA81006C,2,17,17
202324,TPAA06603X,1,2,6
202324,RCAA84702X,3,27,19
202324,LUAA84004P,3,36,35
202324,BAAA812031,1,7,11
202324,TOAA807035,3,34,27
202324,NUAA841018,2,29,18
202324,LTAA825034,1,11,6
202324,FGAA113011,3,26,25
202324,PZAA87603B,2,16,10
202324,MIAA8CA032,5,28,25
202324,CRAA81307X,1,17,11
202324,PVAA82305V,1,21,8
202324,CAAA890011,4,41,38
202324,BGAA86401L,2,15,15
202324,TPAA84504V,2,17,17
202324,REAA83701D,6,50,50
202324,IMAA81501Q,4,61,47
202324,CHAA825088,1,7,6
202324,MSAA81701D,3,29,23
202324,MIAA8FJ02R,3,33,24
202324,ANAA81604P,3,37,34
202324,PAAA012056,9,96,90
202324,CSAA82901P,3,21,17
202324,VRAA84002Q,3,29,28
202324,MIAA88901G,5,59,41
202324,GEAA84404B,3,27,39
202324,VEAA85001N,9,88,100
202324,SSAA83501R,3,27,18
202324,BAAA80808E,3,23,19
202324,COAA81302G,2,27,20
202324,ARAA81601B,9,114,105
202324,GRAA83101T,3,36,30
202324,PZAA88903D,2,17,18
202324,PAAA8AZ02R,5,49,51
202324,MIAA8BX015,8,116,91
202324,CTAA8AQ03D,3,23,26
202324,LEAA895023,3,41,34
202324,MEAA8AC035,2,14,10
202324,TRAA81303G,1,10,9
202324,VIAA819022,3,32,43
202324,TPAA842029,5,39,54
202324,SRAA801049,6,58,63
202324,BOAA83901T,2,20,19
202324,PGAA05102P,3,35,26
202324,SAAA86601V,1,8,12
202324,APAA82101N,2,16,22
202324,VCAA81202P,1,8,7
202324,MIAA8FD017,7,78,80
202324,NAAA8FM02T,6,41,43
202324,ORAA82806E,1,2,6
202324,SRAA851017,8,94,88
202324,TOAA8A4038,3,34,27
202324,BRAA040016,3,27,28
202324,FIAA87201G,2,19,23
202324,CTAA88703X,2,22,16
202324,RMAA8AW028,1,14,11
202324,RGAA02121E,3,18,20
202324,BNAA81005N,1,11,6
202324,RMAA8GN016,6,66,58
202324,CLAA81703L,3,24,30
202324,PGAA82804P,1,12,12
202324,ARAA825016,4,44,50
202324,VRAA872027,3,33,33
202324,PVAA812018,2,27,12
202324,PAAA8AX036,3,20,24
202324,CTAA8A802C,8,96,85
202324,BGAA84801P,3,30,33
202324,PZAA82603A,6,64,50
202324,TRAA82101C,2,21,20
202324,VVAA83005D,1,5,6
202324,LEAA830017,4,52,53
202324,MNAA839035,2,26,31
202324,RMAA8CU01X,2,15,9
202324,APAA82602T,3,29,24
202324,MSAA821015,4,30,36
202324,CNAA81105A,1,5,8
202324,NAAA8FG029,2,13,15
202324,SAAA8B103B,4,43,52
202324,MCAA83101B,3,42,29
202324,BRAA03002L,8,75,102
202324,PZAA848059,1,6,6
202324,FIAA870032,4,47,37
202324,CZAA82202R,2,18,17
202324,TOAA8CH01P,2,20,17
202324,NAAA855012,3,25,33
202324,BAAA88501L,4,36,37
202324,RMAA8B904G,7,65,63
202324,CHAA81202X,1,9,17
202324,RIAA808051,2,11,17
202324,ANAA81503T,1,3,3
202324,CEAA812049,4,31,27
202324,KRAA83104L,7,80,58
202324,PEAA807043,1,8,7
202324,MEAA83003V,4,48,48
202324,CSAA872077,2,13,18
202324,LTAA839021,6,48,70
202324,GRAA82502G,2,28,23
202324,PVAA80803P,1,11,16
202324,TVAA88403V,6,64,78
202324,MIAA8BN022,5,52,50
202324,CTAA8AL018,3,32,29
202324,PAAA85801A,5,42,31
202324,GEAA823017,6,58,68
202324,FIAA86301R,4,45,49
202324,PSAA815034,2,23,14
202324,BGAA83703A,4,65,39
202324,RMAA8DZ02P,2,28,13
202324,LCAA821028,1,13,7
202324,VVAA829026,1,10,4
202324,NAAA8C102E,3,30,27
202324,SAAA857025,2,21,30
202324,CEAA84001A,9,87,86
202324,NAAA332011,10,111,107
202324,ROAA80005G,2,21,18
202324,TAAA86302D,4,40,39
202324,BSAA82901T,3,39,33
202324,FRAA80803P,4,36,56
202324,CSAA81504X,1,8,1
202324,TOAA89802B,3,30,33
202324,PEAA83803N,1,14,8
202324,BRAA02302D,2,24,14
202324,PZAA86202C,2,15,20
202324,TOAA83801P,6,53,52
202324,CZAA81505R,1,11,9
202324,GOAA80405E,3,29,38
202324,RGAA80901X,3,40,27
202324,SPAA822045,4,40,38
202324,SAAA89702G,1,16,12
202324,CEAA8AY015,6,30,52
202324,VAAA85301P,6,64,60
202324,RMAA892043,1,9,11
202324,ANAA81101C,3,26,35
202324,CSAA872022,3,28,21
202324,RCAA80204C,2,22,12
202324,CTAA8AH01B,2,21,31
202324,PCAA81601D,2,20,21
202324,GEAA83901R,4,34,29
202324,BGAA825023,2,20,31
202324,TAAA84202C,4,51,38
202324,AVAA873051,3,29,19
202324,VVAA82606V,1,8,8
202324,RIAA806026,2,16,10
202324,BSAA899014,3,35,22
202324,BOAA825021,2,23,14
202324,NAAA8BW034,6,51,57
202324,COAA80403T,5,23,11
202324,NAAA80801C,4,40,31
202324,CNAA81403Q,1,14,12
202324,MEAA88702N,6,54,62
202324,BSAA84701B,4,43,36
202324,FRAA82006C,1,8,8
202324,TOAA894079,2,15,11
202324,CSAA899022,3,32,24
202324,UDAA81701A,2,22,12
202324,MOAA831026,3,41,25
202324,MCAA804024,1,3,3
202324,NAAA84501B,7,65,46
202324,BAAA15702B,3,31,29
202324,SPAA819049,2,20,22
202324,APAA81301P,4,42,40
202324,COAA85602D,5,62,57
202324,CEAA8AB027,3,34,28
202324,ANAA807051,2,21,17
202324,CTAA087031,5,52,42
202324,KRAA826034,2,14,13
202324,PIAA837035,3,34,35
202324,ARAA81503N,2,22,9
202324,FIAA86904V,4,49,36
202324,GRAA830023,2,20,21
202324,PVAA80302E,3,26,27
202324,PAAA85202C,4,39,41
202324,GEAA829016,2,23,25
202324,AVAA88201G,4,41,52
202324,NAAA8BQ01N,4,46,40
202324,CNAA86503L,1,12,12
202324,BNAA846018,4,33,34
202324,MTAA83303L,4,37,38
202324,CTAA83902D,3,25,29
202324,PDAA87104Q,2,19,11
202324,TOAA893039,2,24,18
202324,FGAA871057,2,24,12
202324,FOAA80205P,1,12,11
202324,CRAA804053,1,16,12
202324,RCAA85201A,2,13,11
202324,SAAA8A204N,1,7,7
202324,RMAA8AW017,3,31,35
202324,CHAA07203N,3,35,33
202324,RMAA8CH017,4,29,33
202324,TEAA83805A,3,30,23
202324,AGAA81002C,1,3,6
202324,MEAA83809Q,1,6,12
202324,UDAA855015,4,32,39
202324,RMAA8FY013,3,38,25
202324,PGAA82802L,1,9,14
202324,TOAA8AX02P,2,20,20
202324,PEAA83601X,7,79,72
202324,AQAA82602C,3,21,19
202324,NAAA8BG01T,4,34,33
202324,IMAA818028,4,51,50
202324,CNAA86302X,5,50,43
202324,PNAA83002T,6,36,32
202324,ENAA816024,2,21,19
202324,CTAA836011,7,85,82
202324,SRAA830016,3,25,24
202324,ANAA84301X,1,5,11
202324,MBAA8F9028,2,20,25
202324,CBAA830032,1,11,9
202324,MOAA82602P,2,16,16
202324,BAAA12101G,3,29,38
202324,RCAA862011,3,35,19
202324,LUAA826019,1,9,3
202324,APAA82001T,5,58,43
202324,MEAA83706R,2,19,12
202324,PRAA839024,1,9,10
202324,NAAA101124,8,73,72
202324,NUAA87003A,3,37,25
202324,PIAA83305X,2,21,27
202324,PEAA83203P,4,40,36
202324,TVAA87103R,4,41,35
202324,GEAA82201B,2,23,23
202324,CAAA86701X,6,50,52
202324,FGAA856011,3,31,30
202324,PGAA05802D,1,11,8
202324,BAAA17706R,5,48,47
202324,AGAA01109L,8,62,67
202324,TOAA83401B,2,27,22
202324,BIAA802056,1,8,6
202324,VAAA83806T,4,45,35
202324,TAAA86202N,2,14,17
202324,CTAA830045,4,39,43
202324,PDAA846043,2,25,27
202324,BSAA89501R,5,75,64
202324,CLAA830022,3,36,26
202324,AVAA843022,2,10,10
202324,PVAA82304T,1,13,12
202324,PAAA8AD01L,2,15,21
202324,GEAA859012,2,18,22
202324,RGAA832011,8,90,72
202324,VIAA88103P,2,31,18
202324,RMAA8C601G,4,45,41
202324,VEAA84101V,2,29,18
202324,UDAA85204R,2,16,25
202324,RMAA892021,2,24,20
202324,NAAA8E603X,2,18,13
202324,VBAA80802C,2,17,21
202324,ALAA828017,7,78,61
202324,CSAA86808L,2,37,35
202324,RAAA81702V,3,22,25
202324,SSAA85104T,2,22,16
202324,CAAA86301L,5,43,39
202324,VEAA859014,1,14,15
202324,SAAA823011,3,27,29
202324,BAAA168118,5,55,61
202324,RCAA834062,2,35,14
202324,RMAA8EY01C,3,28,32
202324,NUAA877024,3,33,21
202324,PDAA838022,3,42,33
202324,MIAA8FQ01E,3,27,44
202324,MBAA8E1012,8,112,71
202324,MOAA831015,3,38,33
202324,SSAA82009B,2,19,19
202324,GEAA80702A,3,34,32
202324,LUAA821016,1,12,11
202324,VIAA876015,2,22,14
202324,MIAA8EE01C,6,70,65
202324,SIAA82503C,3,28,37
202324,CHAA83901V,4,35,43
202324,FRAA80702T,2,22,17
202324,ALAA83501A,7,85,57
202324,RNAA80203C,2,15,21
202324,CSAA865052,1,4,8
202324,TOAA8AS03L,1,9,14
202324,FIAA860019,5,64,44
202324,CAAA84702Q,2,17,18
202324,PVAA82607C,3,35,39
202324,TRAA00502L,3,33,24
202324,CAAA8AB01Q,2,23,17
202324,TEAA83505V,5,53,54
202324,PNAA81205B,3,28,29
202324,NAAA8DE03D,3,27,13
202324,VTAA81102A,4,63,26
202324,SOAA82404V,3,49,32
202324,ALAA037024,4,39,49
202324,CEAA82202T,4,36,42
202324,MEAA81702B,1,6,4
202324,PGAA854058,2,29,22
202324,NOAA825059,7,72,52
202324,FOAA80203L,1,10,4
202324,LEAA85902X,3,25,23
202324,PAAA8A7025,5,51,65
202324,SVAA817055,1,14,13
202324,MBAA8DM028,8,84,76
202324,RGAA837047,2,12,22
202324,PAAA81402N,3,31,26
202324,TPAA83902D,7,95,90
202324,KRAA809018,1,4,8
202324,LTAA81901P,2,21,19
202324,TVAA84902E,2,20,13
202324,TOAA8AQ02E,1,7,18
202324,CZAA871044,2,15,9
202324,FIAA839021,1,14,13
202324,CBAA81603Q,1,3,4
202324,BAAA853026,6,59,63
202324,FGAA841028,6,60,47
202324,REAA83202B,1,9,11
202324,SAAA815023,1,8,13
202324,CEAA87201T,4,32,35
202324,RCAA82615D,2,13,29
202324,NAAA8DS01X,10,80,79
202324,SOAA82301X,5,59,40
202324,RMAA20504T,6,73,49
202324,CEAA812038,3,20,16
202324,ALAA81101T,2,16,18
202324,PGAA86504N,1,10,16
202324,LUAA81103N,1,13,12
202324,LOAA80803L,2,22,16
202324,PAAA89803V,5,46,42
202324,PAAA039067,5,61,34
202324,LUAA842028,2,14,20
202324,BAAA81502B,5,39,43
202324,MIAA8E402N,4,53,35
202324,NAAA8FE01L,2,15,16
202324,CHAA83601B,5,49,61
202324,FGAA819012,3,29,29
202324,LTAA83003G,6,73,59
202324,RAAA802014,4,38,36
202324,TVAA83501G,5,48,58
202324,FIAA85201A,8,97,81
202324,BAAA86402L,5,52,62
202324,REAA84401L,3,30,34
202324,TEAA83002L,9,95,91
202324,CNAA85202D,5,66,60
202324,PIAA823026,1,9,16
202324,CEAA80601V,9,58,68
202324,MCAA83603L,3,29,31
202324,VRAA86201G,6,69,57
202324,MIAA8AN012,2,24,22
202324,FGAA88001T,4,48,33
202324,PAAA89203X,3,34,31
202324,MCAA81501D,9,93,103
202324,VEAA853037,1,15,13
202324,MNAA827062,2,24,27
202324,NAAA8CM022,2,19,18
202324,CSAA8AU033,1,8,12
202324,BLAA83303N,2,24,21
202324,NAAA8F8036,2,12,21
202324,CLAA822012,1,5,15
202324,TOAA8B7029,7,82,77
202324,TOAA881022,4,28,37
202324,SSAA85103R,6,77,62
202324,CZAA87305R,1,2,5
202324,PCAA80405B,1,6,4
202324,BRAA82803L,4,33,41
202324,FIAA846024,2,22,22
202324,AVAA812019,3,57,47
202324,AVAA864023,6,47,40
202324,TRAA823058,4,55,35
202324,BAAA845016,3,33,27
202324,VIAA856021,3,24,41
202324,APAA82802D,10,110,109
202324,RCAA81510T,1,5,12
202324,CEAA8AB016,4,41,40
202324,UDAA85803P,2,18,21
202324,RIAA82503L,3,32,29
202324,NAAA8FR032,2,16,15
202324,CEAA04603C,5,39,40
202324,SSAA052102,2,21,23
202324,NOAA81706B,2,25,22
202324,FIAA817013,5,55,44
202324,PAAA888049,5,47,60
202324,PSAA808031,2,15,16
202324,MIAA822015,8,81,73
202324,MCAA825014,5,58,46
202324,BOAA17201B,3,40,31
202324,BAAA891021,5,43,53
202324,RMAA8BG02T,1,14,6
202324,NAAA220074,4,34,29
202324,AGAA85302A,2,22,11
202324,BSAA81501X,1,13,11
202324,FOAA820014,3,34,26
202324,CLAA81805E,2,25,26
202324,PGAA84503B,4,36,42
202324,PEAA81601P,2,20,22
202324,CRAA81902N,3,34,35
202324,AVAA80703X,3,22,25
202324,PSAA823055,4,46,32
202324,CAAA8AA021,3,18,17
202324,SSAA80702N,3,30,27
202324,MOAA809032,4,54,43
202324,CNAA845019,4,43,49
202324,CRAA82204G,2,18,22
202324,MSAA82301R,2,23,18
202324,CEAA8AR011,6,40,52
202324,VTAA835041,4,45,36
202324,SAAA8B3066,3,33,39
202324,MCAA832028,4,48,33
202324,ALAA82701B,4,44,34
202324,SIAA806022,3,30,27
202324,NOAA825037,3,29,27
202324,VRAA84701D,4,22,11
202324,AQAA83101V,5,52,50
202324,CZAA82506C,3,29,22
202324,TAAA829033,8,65,58
202324,VEAA85803A,1,16,8
202324,SSAA84201X,2,15,16
202324,TOAA81201E,7,77,70
202324,BNAA814062,4,53,41
202324,PRAA80701G,7,84,83
202324,NUAA82303R,2,21,21
202324,LCAA80201T,1,16,6
202324,CSAA85111B,1,6,10
202324,CSAA88704T,1,5,10
202324,LTAA853027,3,27,22
202324,UDAA80907N,2,16,9
202324,PAAA859049,7,80,69
202324,RMAA8EN011,4,47,36
202324,REAA83101E,3,42,26
202324,PGAA032018,2,26,17
202324,CNAA841034,4,46,47
202324,IMAA81102D,2,19,28
202324,MIAA8F001X,5,51,47
202324,VTAA82804T,1,15,11
202324,TEAA82202N,2,22,14
202324,BSAA85501A,4,53,38
202324,ORAA82601N,6,53,60
